Entry	Entry name	Status	Protein names	Gene names	Organism	Length	EC number
A8ETJ2	GSA_ARCB4	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Abu_1006	Arcobacter butzleri (strain RM4018)	426	5.4.3.8
A3MMQ8	GSA_BURM7	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL BMA10247_2012	Burkholderia mallei (strain NCTC 10247)	427	5.4.3.8
A1V1L0	GSA_BURMS	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL BMASAVP1_A0768	Burkholderia mallei (strain SAVP1)	427	5.4.3.8
Q3JPN1	GSA_BURP1	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL BURPS1710b_3099	Burkholderia pseudomallei (strain 1710b)	427	5.4.3.8
Q2SYB2	GSA_BURTA	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL BTH_I1543	Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264)	427	5.4.3.8
B9MRJ7	GSA_CALBD	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Athe_1201	Caldicellulosiruptor bescii (strain ATCC BAA-1888 / DSM 6725 / Z-1320) (Anaerocellum thermophilum)	426	5.4.3.8
A8M919	GSA_CALMQ	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Cmaq_1413	Caldivirga maquilingensis (strain ATCC 700844 / DSM 13496 / JCM 10307 / IC-167)	430	5.4.3.8
A4XK09	GSA_CALS8	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Csac_1654	Caldicellulosiruptor saccharolyticus (strain ATCC 43494 / DSM 8903 / Tp8T 6331)	427	5.4.3.8
A7ZCH5	GSA_CAMC1	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Ccon26_05950 CCC13826_0834	Campylobacter concisus (strain 13826)	427	5.4.3.8
A7GXK4	GSA_CAMC5	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Ccur92_06420 CCV52592_0797	Campylobacter curvus (strain 525.92)	429	5.4.3.8
A0RQ51	GSA_CAMFF	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL CFF8240_1176	Campylobacter fetus subsp. fetus (strain 82-40)	423	5.4.3.8
A8FLR2	GSA_CAMJ8	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL C8J_0800	Campylobacter jejuni subsp. jejuni serotype O:6 (strain 81116 / NCTC 11828)	424	5.4.3.8
A7H3N1	GSA_CAMJD	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL JJD26997_1002	Campylobacter jejuni subsp. doylei (strain ATCC BAA-1458 / RM4099 / 269.97)	424	5.4.3.8
Q9PP70	GSA_CAMJE	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Cj0853	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	424	5.4.3.8
A1VZJ6	GSA_CAMJJ	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL CJJ81176_0869	Campylobacter jejuni subsp. jejuni serotype O:23/36 (strain 81-176)	424	5.4.3.8
Q5HUU3	GSA_CAMJR	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL CJE0940	Campylobacter jejuni (strain RM1221)	424	5.4.3.8
Q5L5P0	GSA_CHLAB	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL CAB603	Chlamydia abortus (strain DSM 27085 / S26/3) (Chlamydophila abortus)	437	5.4.3.8
Q822Q0	GSA_CHLCV	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL CCA_00629	Chlamydophila caviae (strain ATCC VR-813 / DSM 19441 / GPIC) (Chlamydia caviae)	437	5.4.3.8
Q254Z2	GSA_CHLFF	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL CF0374	Chlamydia felis (strain Fe/C-56) (Chlamydophila felis)	437	5.4.3.8
Q9PKI3	GSA_CHLMU	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL TC_0482	Chlamydia muridarum (strain MoPn / Nigg)	422	5.4.3.8
Q9JRW9	GSA_CHLPN	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL CPn_0138 CP_0634 CpB0139	Chlamydia pneumoniae (Chlamydophila pneumoniae)	440	5.4.3.8
B0B9W0	GSA_CHLT2	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL CTL0462	Chlamydia trachomatis serovar L2 (strain 434/Bu / ATCC VR-902B)	422	5.4.3.8
Q3KMF2	GSA_CHLTA	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL CTA_0230	Chlamydia trachomatis serovar A (strain ATCC VR-571B / DSM 19440 / HAR-13)	422	5.4.3.8
B0BBJ0	GSA_CHLTB	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL CTLon_0457	Chlamydia trachomatis serovar L2b (strain UCH-1/proctitis)	422	5.4.3.8
Q1QSB0	GSA_CHRSD	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Csal_3304	Chromohalobacter salexigens (strain DSM 3043 / ATCC BAA-138 / NCIMB 13768)	429	5.4.3.8
A6LSY8	GSA_CLOB8	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Cbei_1288	Clostridium beijerinckii (strain ATCC 51743 / NCIMB 8052) (Clostridium acetobutylicum)	431	5.4.3.8
B2UX41	GSA_CLOBA	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL CLH_2646	Clostridium botulinum (strain Alaska E43 / Type E3)	427	5.4.3.8
B2TPD4	GSA_CLOBB	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL CLL_A2904	Clostridium botulinum (strain Eklund 17B / Type B)	427	5.4.3.8
B5Z0D4	GSA_ECO5E	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL ECH74115_0164	Escherichia coli O157:H7 (strain EC4115 / EHEC)	426	5.4.3.8
B7NIB7	GSA_ECO7I	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL ECIAI39_0158	Escherichia coli O7:K1 (strain IAI39 / ExPEC)	426	5.4.3.8
B7MP16	GSA_ECO81	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL ECED1_0160	Escherichia coli O81 (strain ED1a)	426	5.4.3.8
B7M195	GSA_ECO8A	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL ECIAI1_0152	Escherichia coli O8 (strain IAI1)	426	5.4.3.8
C4ZRP7	GSA_ECOBW	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL BWG_0147	Escherichia coli (strain K12 / MC4100 / BW2952)	426	5.4.3.8
B1XD24	GSA_ECODH	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL ECDH10B_0134	Escherichia coli (strain K12 / DH10B)	426	5.4.3.8
A7ZWA2	GSA_ECOHS	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL EcHS_A0158	Escherichia coli O9:H4 (strain HS)	426	5.4.3.8
A1A7K0	GSA_ECOK1	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Ecok1_01460 APECO1_1831	Escherichia coli O1:K1 / APEC	426	5.4.3.8
Q0TLH7	GSA_ECOL5	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL ECP_0164	Escherichia coli O6:K15:H31 (strain 536 / UPEC)	426	5.4.3.8
A5FIM3	GSA_FLAJ1	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Fjoh_1914	Flavobacterium johnsoniae (strain ATCC 17061 / DSM 2064 / UW101) (Cytophaga johnsonae)	428	5.4.3.8
A6GYW4	GSA_FLAPJ	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL FP1204	Flavobacterium psychrophilum (strain JIP02/86 / ATCC 49511)	428	5.4.3.8
Q0RS03	GSA_FRAAA	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL FRAAL0997	Frankia alni (strain ACN14a)	454	5.4.3.8
Q2JFQ1	GSA_FRACC	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Francci3_0507	Frankia casuarinae (strain DSM 45818 / CECT 9043 / CcI3)	452	5.4.3.8
B0U0T6	GSA_FRAP2	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Fphi_1812	Francisella philomiragia subsp. philomiragia (strain ATCC 25017)	433	5.4.3.8
A8LCD0	GSA_FRASN	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Franean1_6123	Frankia sp. (strain EAN1pec)	449	5.4.3.8
Q14HS1	GSA_FRAT1	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL FTF0927	Francisella tularensis subsp. tularensis (strain FSC 198)	431	5.4.3.8
A7NCX8	GSA_FRATF	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL FTA_1356	Francisella tularensis subsp. holarctica (strain FTNF002-00 / FTA)	431	5.4.3.8
A0Q628	GSA_FRATN	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL FTN_0805	Francisella tularensis subsp. novicida (strain U112)	433	5.4.3.8
Q0BLC7	GSA_FRATO	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL FTH_1255	Francisella tularensis subsp. holarctica (strain OSU18)	431	5.4.3.8
Q39QA6	GSA_GEOMG	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Gmet_3356	Geobacter metallireducens (strain GS-15 / ATCC 53774 / DSM 7210)	427	5.4.3.8
Q74GA9	GSA_GEOSL	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL GSU0337	Geobacter sulfurreducens (strain ATCC 51573 / DSM 12127 / PCA)	427	5.4.3.8
A5G9C0	GSA_GEOUR	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Gura_4245	Geobacter uraniireducens (strain Rf4) (Geobacter uraniumreducens)	427	5.4.3.8
B8F7H5	GSA_HAEPS	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL HAPS_1765	Haemophilus parasuis serovar 5 (strain SH0165) (Glaesserella parasuis)	427	5.4.3.8
Q0I3R7	GSA_HAES1	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL HS_1229	Haemophilus somnus (strain 129Pt) (Histophilus somni)	432	5.4.3.8
Q2S8X9	GSA_HAHCH	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL HCH_06248	Hahella chejuensis (strain KCTC 2396)	426	5.4.3.8
A1WYL3	GSA_HALHL	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Hhal_2011	Halorhodospira halophila (strain DSM 244 / SL1) (Ectothiorhodospira halophila (strain DSM 244 / SL1))	426	5.4.3.8
B9LTZ9	GSA_HALLT	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Hlac_2622	Halorubrum lacusprofundi (strain ATCC 49239 / DSM 5036 / JCM 8891 / ACAM 34)	445	5.4.3.8
Q5UZ90	GSA_HALMA	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL rrnAC2628	Haloarcula marismortui (strain ATCC 43049 / DSM 3752 / JCM 8966 / VKM B-1809) (Halobacterium marismortui)	445	5.4.3.8
B0R7L9	GSA_HALS3	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL OE_4268F	Halobacterium salinarum (strain ATCC 29341 / DSM 671 / R1)	445	5.4.3.8
Q9HMY8	GSA_HALSA	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL VNG_2326G	Halobacterium salinarum (strain ATCC 700922 / JCM 11081 / NRC-1) (Halobacterium halobium)	445	5.4.3.8
Q18ES5	GSA_HALWD	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL HQ_3447A	Haloquadratum walsbyi (strain DSM 16790 / HBSQ001)	446	5.4.3.8
C4K6Y5	GSA_HAMD5	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL HDEF_1725	Hamiltonella defensa subsp. Acyrthosiphon pisum (strain 5AT)	428	5.4.3.8
Q17X40	GSA_HELAH	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Hac_1022	Helicobacter acinonychis (strain Sheeba)	430	5.4.3.8
Q7VHK3	GSA_HELHP	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL HH_0964	Helicobacter hepaticus (strain ATCC 51449 / 3B1)	435	5.4.3.8
B6JKN5	GSA_HELP2	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL HPP12_0305	Helicobacter pylori (strain P12)	430	5.4.3.8
Q9ZMD0	GSA_HELPJ	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL jhp_0291	Helicobacter pylori (strain J99 / ATCC 700824) (Campylobacter pylori J99)	430	5.4.3.8
A9B550	GSA_HERA2	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Haur_3551	Herpetosiphon aurantiacus (strain ATCC 23779 / DSM 785 / 114-95)	429	5.4.3.8
A4G8N0	GSA_HERAR	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL HEAR2750	Herminiimonas arsenicoxydans	428	5.4.3.8
B0UST3	GSA_HISS2	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL HSM_0850	Histophilus somni (strain 2336) (Haemophilus somnus)	432	5.4.3.8
Q31FB1	GSA_HYDCU	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Tcr_1570	Hydrogenovibrio crunogenus (strain XCL-2) (Thiomicrospira crunogena)	426	5.4.3.8
B4U8M6	GSA_HYDS0	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL HY04AAS1_0800	Hydrogenobaculum sp. (strain Y04AAS1)	425	5.4.3.8
A2BL27	GSA_HYPBU	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Hbut_0837	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	426	5.4.3.8
Q5QVP9	GSA_IDILO	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL IL2245	Idiomarina loihiensis (strain ATCC BAA-735 / DSM 15497 / L2-TR)	427	5.4.3.8
A8AAB3	GSA_IGNH4	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Igni_0683	Ignicoccus hospitalis (strain KIN4/I / DSM 18386 / JCM 14125)	423	5.4.3.8
A6T2A2	GSA_JANMA	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL mma_2959	Janthinobacterium sp. (strain Marseille) (Minibacterium massiliensis)	432	5.4.3.8
Q1IHV2	GSA_KORVE	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Acid345_4548	Koribacter versatilis (strain Ellin345)	431	5.4.3.8
A5VM65	GSA_LACRD	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Lreu_1700	Lactobacillus reuteri (strain DSM 20016)	431	5.4.3.8
B2G9H2	GSA_LACRJ	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL LAR_1588	Lactobacillus reuteri (strain JCM 1112)	431	5.4.3.8
C1D9B6	GSA_LARHH	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL LHK_00018	Laribacter hongkongensis (strain HLHK9)	425	5.4.3.8
Q1MPW7	GSA_LAWIP	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL LI0906	Lawsonia intracellularis (strain PHE/MN1-00)	430	5.4.3.8
Q5X529	GSA_LEGPA	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL lpp1491	Legionella pneumophila (strain Paris)	428	5.4.3.8
A5IC29	GSA_LEGPC	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL LPC_0955	Legionella pneumophila (strain Corby)	429	5.4.3.8
Q5WWG1	GSA_LEGPL	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL lpl1492	Legionella pneumophila (strain Lens)	429	5.4.3.8
Q75G04	GSA_LEPIC	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL LIC_20011	Leptospira interrogans serogroup Icterohaemorrhagiae serovar copenhageni (strain Fiocruz L1-130)	443	5.4.3.8
Q8EY44	GSA_LEPIN	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL LB_013	Leptospira interrogans serogroup Icterohaemorrhagiae serovar Lai (strain 56601)	443	5.4.3.8
A0L3S9	GSA_MAGMM	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Mmc1_0093	Magnetococcus marinus (strain ATCC BAA-1437 / JCM 17883 / MC-1)	433	5.4.3.8
Q65U43	GSA_MANSM	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL MS0910	Mannheimia succiniciproducens (strain MBEL55E)	427	5.4.3.8
A1TYG5	GSA_MARHV	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Maqu_0686	Marinobacter hydrocarbonoclasticus (strain ATCC 700491 / DSM 11845 / VT8)	426	5.4.3.8
A6VUX8	GSA_MARMS	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Mmwyl1_1328	Marinomonas sp. (strain MWYL1)	427	5.4.3.8
A6UWB3	GSA_META3	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Maeo_1208	Methanococcus aeolicus (strain ATCC BAA-1280 / DSM 17508 / OCM 812 / Nankai-3)	432	5.4.3.8
Q8TT57	GSA_METAC	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL MA_0581	Methanosarcina acetivorans (strain ATCC 35395 / DSM 2834 / JCM 12185 / C2A)	424	5.4.3.8
Q0W5T3	GSA_METAR	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL UNCMA_19330 RCIX913	Methanocella arvoryzae (strain DSM 22066 / NBRC 105507 / MRE50)	426	5.4.3.8
A7I7P2	GSA_METB6	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Mboo_1235	Methanoregula boonei (strain DSM 21154 / JCM 14090 / 6A8)	413	5.4.3.8
Q46CH1	GSA_METBF	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Mbar_A1464	Methanosarcina barkeri (strain Fusaro / DSM 804)	424	5.4.3.8
Q12WM7	GSA_METBU	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Mbur_1227	Methanococcoides burtonii (strain DSM 6242 / NBRC 107633 / OCM 468 / ACE-M)	422	5.4.3.8
Q60CV0	GSA_METCA	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL MCA0054	Methylococcus capsulatus (strain ATCC 33009 / NCIMB 11132 / Bath)	426	5.4.3.8
Q1GXW0	GSA_METFK	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Mfla_2664	Methylobacillus flagellatus (strain KT / ATCC 51484 / DSM 6875)	428	5.4.3.8
